stu_id,date_,attendance
124,2023-12-02,A
125,2023-12-02,A
126,2023-12-02,A
127,2023-12-02,P
128,2023-12-02,A
129,2023-12-02,P
130,2023-12-02,A
131,2023-12-02,P
132,2023-12-02,P
133,2023-12-02,A
134,2023-12-02,P
135,2023-12-02,A
136,2023-12-02,P
137,2023-12-02,A
138,2023-12-02,P
139,2023-12-02,P
140,2023-12-02,A
141,2023-12-02,A
142,2023-12-02,P
143,2023-12-02,A
144,2023-12-02,P
145,2023-12-02,A
146,2023-12-02,P
147,2023-12-02,P
148,2023-12-02,A
149,2023-12-02,A
150,2023-12-02,P
151,2023-12-02,A
152,2023-12-02,A
153,2023-12-02,P
154,2023-12-02,A
155,2023-12-02,A
156,2023-12-02,A
157,2023-12-02,A
158,2023-12-02,A
159,2023-12-02,P
160,2023-12-02,P
161,2023-12-02,A
162,2023-12-02,A
163,2023-12-02,P
164,2023-12-02,P
165,2023-12-02,A
166,2023-12-02,P
167,2023-12-02,A
168,2023-12-02,P
169,2023-12-02,P
170,2023-12-02,P
171,2023-12-02,A
172,2023-12-02,P
173,2023-12-02,A
174,2023-12-02,A
175,2023-12-02,A
176,2023-12-02,P
177,2023-12-02,A
178,2023-12-02,A
179,2023-12-02,A
180,2023-12-02,A
181,2023-12-02,A
182,2023-12-02,A
183,2023-12-02,A
184,2023-12-02,A
185,2023-12-02,P
186,2023-12-02,A
187,2023-12-02,A
188,2023-12-02,A
189,2023-12-02,A
190,2023-12-02,A
191,2023-12-02,P
192,2023-12-02,P
193,2023-12-02,P
194,2023-12-02,P
195,2023-12-02,A
196,2023-12-02,A
197,2023-12-02,P
198,2023-12-02,A
199,2023-12-02,A
200,2023-12-02,P
1,2023-12-03,A
2,2023-12-03,A
3,2023-12-03,A
4,2023-12-03,A
5,2023-12-03,P
6,2023-12-03,P
7,2023-12-03,P
8,2023-12-03,A
9,2023-12-03,P
10,2023-12-03,A
11,2023-12-03,A
12,2023-12-03,A
13,2023-12-03,P
14,2023-12-03,A
15,2023-12-03,P
16,2023-12-03,P
17,2023-12-03,P
18,2023-12-03,A
19,2023-12-03,P
20,2023-12-03,P
21,2023-12-03,A
22,2023-12-03,A
23,2023-12-03,A
24,2023-12-03,P
25,2023-12-03,P
26,2023-12-03,A
27,2023-12-03,P
28,2023-12-03,P
29,2023-12-03,A
30,2023-12-03,A
31,2023-12-03,P
32,2023-12-03,A
33,2023-12-03,P
34,2023-12-03,A
35,2023-12-03,P
36,2023-12-03,A
37,2023-12-03,P
38,2023-12-03,P
39,2023-12-03,A
40,2023-12-03,A
41,2023-12-03,P
42,2023-12-03,P
43,2023-12-03,A
44,2023-12-03,A
45,2023-12-03,A
46,2023-12-03,A
47,2023-12-03,A
48,2023-12-03,P
49,2023-12-03,P
50,2023-12-03,P
51,2023-12-03,P
52,2023-12-03,P
53,2023-12-03,A
54,2023-12-03,P
55,2023-12-03,P
56,2023-12-03,P
57,2023-12-03,P
58,2023-12-03,A
59,2023-12-03,A
60,2023-12-03,P
61,2023-12-03,A
62,2023-12-03,A
63,2023-12-03,A
64,2023-12-03,P
65,2023-12-03,P
66,2023-12-03,P
67,2023-12-03,P
68,2023-12-03,P
69,2023-12-03,A
70,2023-12-03,P
71,2023-12-03,A
72,2023-12-03,A
73,2023-12-03,P
74,2023-12-03,A
75,2023-12-03,P
76,2023-12-03,P
77,2023-12-03,A
78,2023-12-03,P
79,2023-12-03,P
80,2023-12-03,P
81,2023-12-03,A
82,2023-12-03,A
83,2023-12-03,A
84,2023-12-03,A
85,2023-12-03,A
86,2023-12-03,P
87,2023-12-03,P
88,2023-12-03,P
89,2023-12-03,P
90,2023-12-03,A
91,2023-12-03,A
92,2023-12-03,P
93,2023-12-03,P
94,2023-12-03,A
95,2023-12-03,A
96,2023-12-03,P
97,2023-12-03,A
98,2023-12-03,A
99,2023-12-03,P
100,2023-12-03,P
101,2023-12-03,A
102,2023-12-03,A
103,2023-12-03,P
104,2023-12-03,A
105,2023-12-03,P
106,2023-12-03,P
107,2023-12-03,P
108,2023-12-03,A
109,2023-12-03,A
110,2023-12-03,A
111,2023-12-03,P
112,2023-12-03,A
113,2023-12-03,A
114,2023-12-03,P
115,2023-12-03,P
116,2023-12-03,P
117,2023-12-03,A
118,2023-12-03,P
119,2023-12-03,A
120,2023-12-03,P
121,2023-12-03,A
122,2023-12-03,P
123,2023-12-03,A
124,2023-12-03,A
125,2023-12-03,A
126,2023-12-03,P
127,2023-12-03,P
128,2023-12-03,A
129,2023-12-03,A
130,2023-12-03,P
131,2023-12-03,A
132,2023-12-03,A
133,2023-12-03,A
134,2023-12-03,A
135,2023-12-03,P
136,2023-12-03,A
137,2023-12-03,P
138,2023-12-03,P
139,2023-12-03,A
140,2023-12-03,P
141,2023-12-03,P
142,2023-12-03,P
143,2023-12-03,P
144,2023-12-03,P
145,2023-12-03,A
146,2023-12-03,A
147,2023-12-03,P
148,2023-12-03,P
149,2023-12-03,P
150,2023-12-03,A
151,2023-12-03,A
152,2023-12-03,A
153,2023-12-03,A
154,2023-12-03,P
155,2023-12-03,A
156,2023-12-03,P
157,2023-12-03,P
158,2023-12-03,P
159,2023-12-03,P
160,2023-12-03,A
161,2023-12-03,A
162,2023-12-03,P
163,2023-12-03,A
164,2023-12-03,A
165,2023-12-03,P
166,2023-12-03,P
167,2023-12-03,A
168,2023-12-03,P
169,2023-12-03,A
170,2023-12-03,A
171,2023-12-03,P
172,2023-12-03,A
173,2023-12-03,P
174,2023-12-03,P
175,2023-12-03,P
176,2023-12-03,A
177,2023-12-03,A
178,2023-12-03,P
179,2023-12-03,P
180,2023-12-03,P
181,2023-12-03,P
182,2023-12-03,P
183,2023-12-03,A
184,2023-12-03,A
185,2023-12-03,A
186,2023-12-03,P
187,2023-12-03,A
188,2023-12-03,A
189,2023-12-03,A
190,2023-12-03,P
191,2023-12-03,P
192,2023-12-03,A
193,2023-12-03,P
194,2023-12-03,A
195,2023-12-03,P
196,2023-12-03,A
197,2023-12-03,P
198,2023-12-03,A
199,2023-12-03,P
200,2023-12-03,P
1,2023-12-04,A
2,2023-12-04,A
3,2023-12-04,A
4,2023-12-04,P
5,2023-12-04,P
6,2023-12-04,P
7,2023-12-04,P
8,2023-12-04,A
9,2023-12-04,P
10,2023-12-04,P
11,2023-12-04,P
12,2023-12-04,A
13,2023-12-04,A
14,2023-12-04,A
15,2023-12-04,A
16,2023-12-04,A
17,2023-12-04,A
18,2023-12-04,A
19,2023-12-04,A
20,2023-12-04,A
21,2023-12-04,A
22,2023-12-04,P
23,2023-12-04,A
24,2023-12-04,P
25,2023-12-04,A
26,2023-12-04,A
27,2023-12-04,P
28,2023-12-04,A
29,2023-12-04,P
30,2023-12-04,P
31,2023-12-04,P
32,2023-12-04,A
33,2023-12-04,A
34,2023-12-04,A
35,2023-12-04,P
36,2023-12-04,P
37,2023-12-04,P
38,2023-12-04,A
39,2023-12-04,P
40,2023-12-04,A
41,2023-12-04,A
42,2023-12-04,P
43,2023-12-04,P
44,2023-12-04,P
45,2023-12-04,P
46,2023-12-04,A
47,2023-12-04,P
48,2023-12-04,A
49,2023-12-04,A
50,2023-12-04,A
51,2023-12-04,A
52,2023-12-04,A
53,2023-12-04,P
54,2023-12-04,P
55,2023-12-04,A
56,2023-12-04,P
57,2023-12-04,P
58,2023-12-04,A
59,2023-12-04,P
60,2023-12-04,A
61,2023-12-04,P
62,2023-12-04,A
63,2023-12-04,A
64,2023-12-04,P
65,2023-12-04,A
66,2023-12-04,A
67,2023-12-04,P
68,2023-12-04,P
69,2023-12-04,P
70,2023-12-04,P
71,2023-12-04,P
72,2023-12-04,A
73,2023-12-04,A
74,2023-12-04,A
75,2023-12-04,A
76,2023-12-04,P
77,2023-12-04,A
78,2023-12-04,A
79,2023-12-04,A
80,2023-12-04,P
81,2023-12-04,A
82,2023-12-04,A
83,2023-12-04,P
84,2023-12-04,P
85,2023-12-04,A
86,2023-12-04,P
87,2023-12-04,A
88,2023-12-04,P
89,2023-12-04,A
90,2023-12-04,A
91,2023-12-04,P
92,2023-12-04,A
93,2023-12-04,A
94,2023-12-04,A
95,2023-12-04,P
96,2023-12-04,P
97,2023-12-04,A
98,2023-12-04,A
99,2023-12-04,P
100,2023-12-04,P
101,2023-12-04,A
102,2023-12-04,A
103,2023-12-04,A
104,2023-12-04,P
105,2023-12-04,A
106,2023-12-04,A
107,2023-12-04,P
108,2023-12-04,A
109,2023-12-04,A
110,2023-12-04,P
111,2023-12-04,P
112,2023-12-04,P
113,2023-12-04,P
114,2023-12-04,A
115,2023-12-04,A
116,2023-12-04,P
117,2023-12-04,P
118,2023-12-04,P
119,2023-12-04,A
120,2023-12-04,A
121,2023-12-04,A
122,2023-12-04,A
123,2023-12-04,P
124,2023-12-04,P
125,2023-12-04,P
126,2023-12-04,P
127,2023-12-04,A
128,2023-12-04,P
129,2023-12-04,A
130,2023-12-04,A
131,2023-12-04,P
132,2023-12-04,A
133,2023-12-04,P
134,2023-12-04,P
135,2023-12-04,P
136,2023-12-04,A
137,2023-12-04,A
138,2023-12-04,A
139,2023-12-04,A
140,2023-12-04,P
141,2023-12-04,A
142,2023-12-04,A
143,2023-12-04,P
144,2023-12-04,A
145,2023-12-04,A
146,2023-12-04,P
147,2023-12-04,P
148,2023-12-04,A
149,2023-12-04,P
150,2023-12-04,P
151,2023-12-04,A
152,2023-12-04,P
153,2023-12-04,A
154,2023-12-04,A
155,2023-12-04,P
156,2023-12-04,A
157,2023-12-04,A
158,2023-12-04,A
159,2023-12-04,A
160,2023-12-04,P
161,2023-12-04,P
162,2023-12-04,P
163,2023-12-04,A
164,2023-12-04,P
165,2023-12-04,P
166,2023-12-04,P
167,2023-12-04,A
168,2023-12-04,P
169,2023-12-04,P
170,2023-12-04,P
171,2023-12-04,A
172,2023-12-04,A
173,2023-12-04,A
174,2023-12-04,P
175,2023-12-04,P
176,2023-12-04,A
177,2023-12-04,P
178,2023-12-04,P
179,2023-12-04,P
180,2023-12-04,A
181,2023-12-04,A
182,2023-12-04,A
183,2023-12-04,A
184,2023-12-04,P
185,2023-12-04,P
186,2023-12-04,P
187,2023-12-04,P
188,2023-12-04,P
189,2023-12-04,P
190,2023-12-04,P
191,2023-12-04,P
192,2023-12-04,P
193,2023-12-04,A
194,2023-12-04,A
195,2023-12-04,A
196,2023-12-04,A
197,2023-12-04,A
198,2023-12-04,A
199,2023-12-04,A
200,2023-12-04,P
1,2023-12-05,A
2,2023-12-05,P
3,2023-12-05,A
4,2023-12-05,A
5,2023-12-05,P
6,2023-12-05,P
7,2023-12-05,A
8,2023-12-05,P
9,2023-12-05,A
10,2023-12-05,A
11,2023-12-05,A
12,2023-12-05,A
13,2023-12-05,A
14,2023-12-05,A
15,2023-12-05,A
16,2023-12-05,A
17,2023-12-05,P
18,2023-12-05,P
19,2023-12-05,P
20,2023-12-05,A
21,2023-12-05,A
22,2023-12-05,P
23,2023-12-05,P
24,2023-12-05,P
25,2023-12-05,A
26,2023-12-05,P
27,2023-12-05,A
28,2023-12-05,P
29,2023-12-05,A
30,2023-12-05,P
31,2023-12-05,A
32,2023-12-05,P
33,2023-12-05,P
34,2023-12-05,A
35,2023-12-05,A
36,2023-12-05,A
37,2023-12-05,A
38,2023-12-05,A
39,2023-12-05,A
40,2023-12-05,P
41,2023-12-05,A
42,2023-12-05,P
43,2023-12-05,A
44,2023-12-05,P
45,2023-12-05,P
46,2023-12-05,P
47,2023-12-05,A
48,2023-12-05,A
49,2023-12-05,A
50,2023-12-05,P
51,2023-12-05,P
52,2023-12-05,P
53,2023-12-05,A
54,2023-12-05,P
55,2023-12-05,A
56,2023-12-05,A
57,2023-12-05,A
58,2023-12-05,A
59,2023-12-05,A
60,2023-12-05,A
61,2023-12-05,P
62,2023-12-05,A
63,2023-12-05,A
64,2023-12-05,P
65,2023-12-05,P
66,2023-12-05,A
67,2023-12-05,P
68,2023-12-05,P
69,2023-12-05,A
70,2023-12-05,A
71,2023-12-05,A
72,2023-12-05,A
73,2023-12-05,A
74,2023-12-05,A
75,2023-12-05,P
76,2023-12-05,A
77,2023-12-05,A
78,2023-12-05,A
79,2023-12-05,P
80,2023-12-05,P
81,2023-12-05,A
82,2023-12-05,A
83,2023-12-05,A
84,2023-12-05,P
85,2023-12-05,A
86,2023-12-05,A
87,2023-12-05,P
88,2023-12-05,P
89,2023-12-05,A
90,2023-12-05,P
91,2023-12-05,P
92,2023-12-05,A
93,2023-12-05,P
94,2023-12-05,A
95,2023-12-05,A
96,2023-12-05,P
97,2023-12-05,A
98,2023-12-05,A
99,2023-12-05,A
100,2023-12-05,A
101,2023-12-05,A
102,2023-12-05,A
103,2023-12-05,A
104,2023-12-05,A
105,2023-12-05,P
106,2023-12-05,A
107,2023-12-05,A
108,2023-12-05,P
109,2023-12-05,A
110,2023-12-05,A
111,2023-12-05,A
112,2023-12-05,A
113,2023-12-05,P
114,2023-12-05,A
115,2023-12-05,A
116,2023-12-05,A
117,2023-12-05,A
118,2023-12-05,P
119,2023-12-05,A
120,2023-12-05,A
121,2023-12-05,A
122,2023-12-05,A
123,2023-12-05,A
124,2023-12-05,P
125,2023-12-05,P
126,2023-12-05,A
127,2023-12-05,A
128,2023-12-05,P
129,2023-12-05,P
130,2023-12-05,P
131,2023-12-05,A
132,2023-12-05,P
133,2023-12-05,A
134,2023-12-05,A
135,2023-12-05,P
136,2023-12-05,A
137,2023-12-05,P
138,2023-12-05,A
139,2023-12-05,P
140,2023-12-05,A
141,2023-12-05,P
142,2023-12-05,P
143,2023-12-05,A
144,2023-12-05,P
145,2023-12-05,A
146,2023-12-05,A
147,2023-12-05,P
148,2023-12-05,A
149,2023-12-05,A
150,2023-12-05,A
151,2023-12-05,P
152,2023-12-05,A
153,2023-12-05,P
154,2023-12-05,P
155,2023-12-05,A
156,2023-12-05,A
157,2023-12-05,P
158,2023-12-05,A
159,2023-12-05,P
160,2023-12-05,P
161,2023-12-05,P
162,2023-12-05,A
163,2023-12-05,A
164,2023-12-05,A
165,2023-12-05,P
166,2023-12-05,A
167,2023-12-05,P
168,2023-12-05,P
169,2023-12-05,A
170,2023-12-05,P
171,2023-12-05,A
172,2023-12-05,A
173,2023-12-05,A
174,2023-12-05,A
175,2023-12-05,P
176,2023-12-05,A
177,2023-12-05,A
178,2023-12-05,P
179,2023-12-05,A
180,2023-12-05,P
181,2023-12-05,P
182,2023-12-05,P
183,2023-12-05,P
184,2023-12-05,P
185,2023-12-05,A
186,2023-12-05,A
187,2023-12-05,A
188,2023-12-05,A
189,2023-12-05,A
190,2023-12-05,P
191,2023-12-05,A
192,2023-12-05,P
193,2023-12-05,A
194,2023-12-05,P
195,2023-12-05,P
196,2023-12-05,A
197,2023-12-05,P
198,2023-12-05,P
199,2023-12-05,P
200,2023-12-05,P
1,2023-12-06,P
2,2023-12-06,P
3,2023-12-06,A
4,2023-12-06,A
5,2023-12-06,A
6,2023-12-06,A
7,2023-12-06,A
8,2023-12-06,P
9,2023-12-06,P
10,2023-12-06,P
11,2023-12-06,P
12,2023-12-06,A
13,2023-12-06,A
14,2023-12-06,P
15,2023-12-06,A
16,2023-12-06,P
17,2023-12-06,A
18,2023-12-06,P
19,2023-12-06,P
20,2023-12-06,P
21,2023-12-06,A
22,2023-12-06,P
23,2023-12-06,P
24,2023-12-06,P
25,2023-12-06,P
26,2023-12-06,A
27,2023-12-06,A
28,2023-12-06,P
29,2023-12-06,P
30,2023-12-06,A
31,2023-12-06,P
32,2023-12-06,A
33,2023-12-06,P
34,2023-12-06,P
35,2023-12-06,A
36,2023-12-06,A
37,2023-12-06,P
38,2023-12-06,P
39,2023-12-06,A
40,2023-12-06,P
41,2023-12-06,P
42,2023-12-06,A
43,2023-12-06,A
44,2023-12-06,P
45,2023-12-06,P
46,2023-12-06,P
47,2023-12-06,A
48,2023-12-06,A
49,2023-12-06,P
50,2023-12-06,A
51,2023-12-06,A
52,2023-12-06,P
53,2023-12-06,A
54,2023-12-06,A
55,2023-12-06,P
56,2023-12-06,P
57,2023-12-06,P
58,2023-12-06,P
59,2023-12-06,A
60,2023-12-06,P
61,2023-12-06,P
62,2023-12-06,P
63,2023-12-06,P
64,2023-12-06,A
65,2023-12-06,P
66,2023-12-06,A
67,2023-12-06,P
68,2023-12-06,A
69,2023-12-06,A
70,2023-12-06,P
71,2023-12-06,A
72,2023-12-06,P
73,2023-12-06,A
74,2023-12-06,A
75,2023-12-06,A
76,2023-12-06,A
77,2023-12-06,P
78,2023-12-06,A
79,2023-12-06,P
80,2023-12-06,P
81,2023-12-06,A
82,2023-12-06,A
83,2023-12-06,P
84,2023-12-06,A
85,2023-12-06,P
86,2023-12-06,P
87,2023-12-06,A
88,2023-12-06,A
89,2023-12-06,A
90,2023-12-06,P
91,2023-12-06,A
92,2023-12-06,A
93,2023-12-06,P
94,2023-12-06,A
95,2023-12-06,P
96,2023-12-06,A
97,2023-12-06,P
98,2023-12-06,P
99,2023-12-06,A
100,2023-12-06,A
101,2023-12-06,P
102,2023-12-06,A
103,2023-12-06,A
104,2023-12-06,P
105,2023-12-06,P
106,2023-12-06,A
107,2023-12-06,A
108,2023-12-06,P
109,2023-12-06,A
110,2023-12-06,P
111,2023-12-06,A
112,2023-12-06,A
113,2023-12-06,A
114,2023-12-06,A
115,2023-12-06,A
116,2023-12-06,A
117,2023-12-06,P
118,2023-12-06,P
119,2023-12-06,P
120,2023-12-06,P
121,2023-12-06,A
122,2023-12-06,P
123,2023-12-06,A
124,2023-12-06,A
125,2023-12-06,A
126,2023-12-06,P
127,2023-12-06,A
128,2023-12-06,P
129,2023-12-06,A
130,2023-12-06,A
131,2023-12-06,P
132,2023-12-06,A
133,2023-12-06,P
134,2023-12-06,P
135,2023-12-06,A
136,2023-12-06,P
137,2023-12-06,A
138,2023-12-06,A
139,2023-12-06,P
140,2023-12-06,A
141,2023-12-06,P
142,2023-12-06,A
143,2023-12-06,P
144,2023-12-06,A
145,2023-12-06,A
146,2023-12-06,A
147,2023-12-06,A
148,2023-12-06,A
149,2023-12-06,P
150,2023-12-06,P
151,2023-12-06,A
152,2023-12-06,P
153,2023-12-06,A
154,2023-12-06,P
155,2023-12-06,P
156,2023-12-06,P
157,2023-12-06,A
158,2023-12-06,P
159,2023-12-06,A
160,2023-12-06,A
161,2023-12-06,A
162,2023-12-06,P
163,2023-12-06,A
164,2023-12-06,P
165,2023-12-06,A
166,2023-12-06,A
167,2023-12-06,P
168,2023-12-06,P
169,2023-12-06,P
170,2023-12-06,A
171,2023-12-06,A
172,2023-12-06,P
173,2023-12-06,P
174,2023-12-06,P
175,2023-12-06,A
176,2023-12-06,P
177,2023-12-06,A
178,2023-12-06,A
179,2023-12-06,A
180,2023-12-06,P
181,2023-12-06,P
182,2023-12-06,A
183,2023-12-06,P
184,2023-12-06,A
185,2023-12-06,A
186,2023-12-06,A
187,2023-12-06,A
188,2023-12-06,A
189,2023-12-06,A
190,2023-12-06,A
191,2023-12-06,A
192,2023-12-06,P
193,2023-12-06,P
194,2023-12-06,P
195,2023-12-06,A
196,2023-12-06,P
197,2023-12-06,A
198,2023-12-06,A
199,2023-12-06,A
200,2023-12-06,P
1,2023-12-07,A
2,2023-12-07,A
3,2023-12-07,A
4,2023-12-07,P
5,2023-12-07,P
6,2023-12-07,P
7,2023-12-07,P
8,2023-12-07,A
9,2023-12-07,A
10,2023-12-07,P
11,2023-12-07,A
12,2023-12-07,P
13,2023-12-07,A
14,2023-12-07,A
15,2023-12-07,P
16,2023-12-07,P
17,2023-12-07,A
18,2023-12-07,A
19,2023-12-07,A
20,2023-12-07,A
21,2023-12-07,P
22,2023-12-07,A
23,2023-12-07,P
24,2023-12-07,P
25,2023-12-07,A
26,2023-12-07,P
27,2023-12-07,A
28,2023-12-07,A
29,2023-12-07,A
30,2023-12-07,P
31,2023-12-07,A
32,2023-12-07,A
33,2023-12-07,P
34,2023-12-07,P
35,2023-12-07,P
36,2023-12-07,A
37,2023-12-07,P
38,2023-12-07,A
39,2023-12-07,P
40,2023-12-07,P
41,2023-12-07,P
42,2023-12-07,P
43,2023-12-07,P
44,2023-12-07,A
45,2023-12-07,P
46,2023-12-07,P
47,2023-12-07,P
48,2023-12-07,A
49,2023-12-07,A
50,2023-12-07,P
51,2023-12-07,A
52,2023-12-07,A
53,2023-12-07,P
54,2023-12-07,A
55,2023-12-07,A
56,2023-12-07,A
57,2023-12-07,P
58,2023-12-07,P
59,2023-12-07,P
60,2023-12-07,A
61,2023-12-07,A
62,2023-12-07,P
63,2023-12-07,A
64,2023-12-07,A
65,2023-12-07,A
66,2023-12-07,A
67,2023-12-07,A
68,2023-12-07,A
69,2023-12-07,A
70,2023-12-07,P
